Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
600,No,No,No,3,3.3,Orange,Average,15
800,No,No,No,3,3.4,Orange,Average,24
400,No,No,No,2,3.5,Yellow,Good,80
500,No,No,No,3,3.7,Yellow,Good,162
500,No,No,No,3,3.5,Yellow,Good,166
1100,No,No,No,4,3.8,Yellow,Good,164
800,No,No,No,3,3,Orange,Average,25
1000,No,No,No,4,3.3,Orange,Average,33
400,No,No,No,2,3.5,Yellow,Good,77
100,No,No,No,1,3.9,Yellow,Good,218
900,No,No,No,3,3.4,Orange,Average,71
500,No,No,No,2,0,White,Not rated,2
350,No,Yes,No,1,3.2,Orange,Average,46
1500,Yes,Yes,No,3,3.4,Orange,Average,45
500,No,No,No,2,2.6,Orange,Average,11
500,No,Yes,No,2,3.4,Orange,Average,238
400,No,No,No,1,3.1,Orange,Average,8
400,No,Yes,No,1,2.7,Orange,Average,64
450,No,Yes,No,1,2.6,Orange,Average,113
300,No,Yes,No,1,3.7,Yellow,Good,66
1500,Yes,Yes,No,3,3.5,Yellow,Good,141
500,No,No,No,2,2.2,Red,Poor,77
1600,Yes,No,No,3,4,Green,Very Good,40
1200,Yes,No,No,3,4.2,Green,Very Good,46
1500,Yes,Yes,No,3,4.2,Green,Very Good,665
600,No,No,No,2,3.2,Orange,Average,31
800,Yes,Yes,No,2,3.4,Orange,Average,32
700,No,No,No,2,2.8,Orange,Average,83
1000,Yes,Yes,No,3,3.7,Yellow,Good,288
550,No,No,No,2,3.2,Orange,Average,33
900,Yes,No,No,2,3.2,Orange,Average,26
600,No,No,No,2,0,White,Not rated,2
800,No,No,No,2,0,White,Not rated,0
1000,Yes,Yes,No,3,2.6,Orange,Average,49
200,No,No,No,1,3.3,Orange,Average,13
1500,Yes,Yes,No,3,3.2,Orange,Average,64
400,No,No,No,1,3.4,Orange,Average,167
900,Yes,Yes,No,2,3.3,Orange,Average,99
1000,No,Yes,No,3,2.6,Orange,Average,125
300,No,No,No,1,3.7,Yellow,Good,124
500,No,Yes,No,2,2.2,Red,Poor,79
400,No,No,No,1,2.9,Orange,Average,8
200,No,No,No,1,3.3,Orange,Average,20
450,No,No,No,1,3.2,Orange,Average,23
400,No,No,No,1,3.4,Orange,Average,19
400,No,No,No,1,3,Orange,Average,7
150,No,No,No,1,2.7,Orange,Average,11
350,No,No,No,1,3.2,Orange,Average,35
600,No,Yes,No,2,3,Orange,Average,11
300,No,Yes,No,1,2.5,Orange,Average,32
800,No,Yes,No,2,3.2,Orange,Average,10
600,No,No,No,2,3.2,Orange,Average,23
400,No,No,No,1,3.1,Orange,Average,7
450,No,No,No,1,2.9,Orange,Average,42
200,No,No,No,1,3.2,Orange,Average,21
150,No,No,No,1,3.3,Orange,Average,16
500,No,Yes,Yes,2,2.5,Orange,Average,37
250,No,No,No,1,2.9,Orange,Average,4
500,No,Yes,No,2,2.8,Orange,Average,7
450,No,No,No,1,3.4,Orange,Average,22
600,No,Yes,No,2,3.9,Yellow,Good,97
800,No,No,No,2,3.9,Yellow,Good,452
250,No,No,No,1,3.6,Yellow,Good,14
650,No,Yes,No,2,3.6,Yellow,Good,82
300,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
500,No,Yes,No,2,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
800,No,Yes,No,2,2.4,Red,Poor,31
600,No,Yes,No,2,2.5,Orange,Average,100
800,No,Yes,No,2,3.1,Orange,Average,230
500,No,Yes,No,2,3.2,Orange,Average,458
700,No,No,No,2,2.6,Orange,Average,176
800,Yes,Yes,No,2,3.5,Yellow,Good,232
2200,Yes,No,No,4,3.6,Yellow,Good,27
2200,Yes,No,No,4,3.6,Yellow,Good,210
500,No,No,No,2,3.9,Yellow,Good,44
600,No,No,No,2,3.5,Yellow,Good,206
700,No,Yes,No,2,3.7,Yellow,Good,185
700,No,No,No,2,3.7,Yellow,Good,256
1500,Yes,Yes,No,3,4.2,Green,Very Good,336
450,No,No,No,1,3.4,Orange,Average,280
1400,Yes,Yes,No,3,4.2,Green,Very Good,2131
200,No,No,No,1,2.8,Orange,Average,13
400,No,No,No,1,3.1,Orange,Average,38
150,No,No,No,1,2.8,Orange,Average,69
500,No,No,No,2,3.3,Orange,Average,11
200,No,No,No,1,3.1,Orange,Average,6
400,No,No,No,1,3,Orange,Average,4
650,No,No,No,2,3.4,Orange,Average,80
500,No,No,No,2,3.4,Orange,Average,24
250,No,No,No,1,3.1,Orange,Average,13
400,No,Yes,No,1,3.3,Orange,Average,12
600,No,No,No,2,2.9,Orange,Average,4
200,No,No,No,1,2.8,Orange,Average,9
250,No,No,No,1,3.3,Orange,Average,18
600,No,No,No,2,2.8,Orange,Average,14
400,No,No,No,1,2.8,Orange,Average,9
200,No,No,No,1,3.2,Orange,Average,16
650,No,No,No,2,3,Orange,Average,5
500,No,Yes,No,2,3.6,Yellow,Good,251
350,No,Yes,No,1,3.5,Yellow,Good,42
650,No,Yes,No,2,3.5,Yellow,Good,220
400,No,Yes,No,1,3.6,Yellow,Good,34
250,No,No,No,1,3.7,Yellow,Good,103
300,No,No,No,1,3.7,Yellow,Good,46
250,No,No,No,1,3.8,Yellow,Good,62
300,No,No,No,1,3.6,Yellow,Good,42
350,No,Yes,No,1,3.6,Yellow,Good,58
1000,No,Yes,No,3,3.9,Yellow,Good,106
500,No,No,No,2,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
1500,Yes,No,No,3,3,Orange,Average,4
500,No,Yes,No,2,3.4,Orange,Average,48
800,No,Yes,No,2,3.2,Orange,Average,51
1600,Yes,No,No,3,3.4,Orange,Average,19
2500,Yes,No,No,4,3.6,Yellow,Good,59
1500,Yes,No,No,3,3.9,Yellow,Good,188
1800,No,No,No,3,4.4,Green,Very Good,77
1500,No,Yes,No,3,4,Green,Very Good,46
1400,No,No,No,3,4.1,Green,Very Good,387
500,No,No,No,2,3.1,Orange,Average,117
350,No,No,No,1,3.1,Orange,Average,7
500,No,No,No,2,3,Orange,Average,10
250,No,No,No,1,0,White,Not rated,1
350,No,Yes,No,1,2.8,Orange,Average,7
200,No,No,No,1,2.8,Orange,Average,23
500,No,No,No,2,2.8,Orange,Average,102
600,No,No,No,2,3.4,Orange,Average,19
200,No,No,No,1,3.2,Orange,Average,15
200,No,No,No,1,3,Orange,Average,10
400,No,No,No,1,2.7,Orange,Average,17
200,No,Yes,No,1,3.4,Orange,Average,135
1000,Yes,No,No,3,2.7,Orange,Average,35
450,No,No,No,1,3,Orange,Average,5
150,No,No,No,1,3.4,Orange,Average,22
300,No,No,No,1,3.2,Orange,Average,74
500,No,No,No,2,3,Orange,Average,4
700,No,No,No,2,3,Orange,Average,7
650,No,No,No,2,3.2,Orange,Average,22
300,No,No,No,1,3.1,Orange,Average,9
700,No,Yes,No,2,3.5,Yellow,Good,191
350,No,Yes,No,1,3.7,Yellow,Good,199
400,No,No,No,1,3.5,Yellow,Good,60
300,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
550,No,No,No,2,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
400,No,Yes,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
650,No,No,No,2,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,2.4,Red,Poor,15
300,No,Yes,No,1,2.9,Orange,Average,29
1000,No,Yes,No,3,3.4,Orange,Average,35
600,No,Yes,No,2,2.7,Orange,Average,278
1200,Yes,No,No,3,3.3,Orange,Average,53
350,No,Yes,No,1,2.6,Orange,Average,142
550,No,Yes,No,2,2.5,Orange,Average,41
1300,Yes,Yes,No,3,3.9,Yellow,Good,492
250,No,No,No,1,3.5,Yellow,Good,28
1300,Yes,No,No,3,3.6,Yellow,Good,457
1800,Yes,No,No,3,3.9,Yellow,Good,173
200,No,No,No,1,3.7,Yellow,Good,131
200,No,No,No,1,3.9,Yellow,Good,123
1200,Yes,Yes,No,3,3.9,Yellow,Good,274
500,No,Yes,No,2,3.5,Yellow,Good,87
300,No,No,No,1,3,Orange,Average,78
500,No,No,No,2,3.1,Orange,Average,10
300,No,No,No,1,3.3,Orange,Average,26
700,No,No,No,2,3.2,Orange,Average,101
500,No,No,No,2,3.4,Orange,Average,17
600,No,No,No,2,3.3,Orange,Average,34
500,No,No,No,2,3.3,Orange,Average,12
750,No,No,No,2,3.6,Yellow,Good,34
400,No,Yes,No,1,3.6,Yellow,Good,46
600,No,No,No,2,3.5,Yellow,Good,31
350,No,Yes,No,1,4,Green,Very Good,96
550,No,No,No,2,3.2,Orange,Average,70
400,No,Yes,No,1,3.4,Orange,Average,560
450,No,No,No,1,2.9,Orange,Average,4
600,No,Yes,No,2,3.4,Orange,Average,38
600,No,Yes,No,2,2.8,Orange,Average,11
200,No,No,No,1,3,Orange,Average,4
600,No,Yes,No,2,3.3,Orange,Average,421
550,No,Yes,No,2,3.1,Orange,Average,68
400,No,No,No,1,3.6,Yellow,Good,85
800,Yes,No,No,2,3.7,Yellow,Good,343
300,No,No,No,1,3.8,Yellow,Good,120
200,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,0
750,No,Yes,No,2,2.3,Red,Poor,55
450,No,No,No,1,3.2,Orange,Average,49
400,No,No,No,1,2.9,Orange,Average,7
700,No,No,No,2,3.3,Orange,Average,90
1200,Yes,No,No,3,2.9,Orange,Average,11
1000,No,Yes,No,3,3.1,Orange,Average,161
800,No,No,No,2,3,Orange,Average,67
300,No,Yes,No,1,2.8,Orange,Average,23
1700,No,Yes,No,3,3.3,Orange,Average,60
450,No,Yes,No,1,3.5,Yellow,Good,239
1300,Yes,Yes,No,3,3.7,Yellow,Good,137
600,No,Yes,No,2,3.7,Yellow,Good,212
1000,Yes,Yes,No,3,3.5,Yellow,Good,193
500,No,Yes,No,2,3.5,Yellow,Good,202
1300,Yes,Yes,No,3,3.5,Yellow,Good,332
1800,Yes,No,No,3,2.4,Red,Poor,92
1000,Yes,Yes,No,3,2.9,Orange,Average,120
1500,Yes,Yes,No,3,3.4,Orange,Average,137
1100,Yes,Yes,No,3,3.6,Yellow,Good,158
1500,Yes,No,No,3,2.7,Orange,Average,9
300,No,Yes,No,1,2.6,Orange,Average,38
2000,Yes,No,No,4,3.2,Orange,Average,59
200,No,No,No,1,2.8,Orange,Average,4
1100,No,Yes,No,3,2.5,Orange,Average,98
250,No,No,No,1,2.8,Orange,Average,11
250,No,No,No,1,3,Orange,Average,11
150,No,No,No,1,3.1,Orange,Average,14
700,No,No,No,2,2.4,Red,Poor,71
400,No,Yes,No,1,2.4,Red,Poor,33
1500,No,No,No,3,0,White,Not rated,2
850,No,Yes,No,2,3.3,Orange,Average,85
600,No,No,No,2,2.9,Orange,Average,10
700,No,No,No,2,2.7,Orange,Average,8
700,No,No,No,2,2.9,Orange,Average,16
450,No,No,No,1,3.4,Orange,Average,113
450,No,No,No,1,3,Orange,Average,4
800,Yes,No,No,2,3.2,Orange,Average,17
450,No,No,No,1,2.7,Orange,Average,33
800,Yes,No,No,2,2.9,Orange,Average,66
800,No,No,No,2,3.4,Orange,Average,34
700,No,No,No,2,2.8,Orange,Average,31
900,Yes,No,No,2,3.2,Orange,Average,17
600,No,No,No,2,3,Orange,Average,4
200,No,No,No,1,2.8,Orange,Average,5
1650,Yes,No,No,3,2.9,Orange,Average,10
500,No,No,No,2,2.9,Orange,Average,4
900,No,No,No,2,3.4,Orange,Average,60
700,No,No,No,2,3.2,Orange,Average,14
700,No,No,No,2,3.1,Orange,Average,10
700,No,No,No,2,3,Orange,Average,7
600,No,No,No,2,3.4,Orange,Average,161
300,No,No,No,1,3.4,Orange,Average,28
800,Yes,Yes,No,2,3.7,Yellow,Good,137
400,No,No,No,1,3.7,Yellow,Good,203
450,No,No,No,1,3.5,Yellow,Good,20
600,No,No,No,2,3.5,Yellow,Good,218
350,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
650,No,No,No,2,0,White,Not rated,2
3000,No,No,No,4,0,White,Not rated,3
1600,Yes,No,No,3,2.4,Red,Poor,164
500,No,No,No,2,2.1,Red,Poor,138
200,No,No,No,1,3.3,Orange,Average,21
150,No,No,No,1,3.1,Orange,Average,6
700,No,No,No,2,3,Orange,Average,10
200,No,No,No,1,3.2,Orange,Average,10
300,No,No,No,1,2.9,Orange,Average,6
500,No,No,No,2,3.1,Orange,Average,15
400,No,No,No,1,3,Orange,Average,12
300,No,No,No,1,3.4,Orange,Average,29
150,No,No,No,1,3,Orange,Average,9
300,No,No,No,1,3.1,Orange,Average,4
150,No,No,No,1,3.2,Orange,Average,225
100,No,No,No,1,3.2,Orange,Average,8
300,No,No,No,1,3,Orange,Average,5
550,No,No,No,2,2.8,Orange,Average,42
200,No,No,No,1,3.1,Orange,Average,16
400,No,No,No,1,3.2,Orange,Average,39
350,No,No,No,1,2.5,Orange,Average,49
250,No,No,No,1,3,Orange,Average,20
300,No,No,No,1,2.8,Orange,Average,4
450,No,No,No,1,2.9,Orange,Average,5
100,No,No,No,1,3.3,Orange,Average,16
500,No,No,No,2,3,Orange,Average,57
500,No,No,No,2,3,Orange,Average,42
300,No,No,No,1,3.4,Orange,Average,21
100,No,No,No,1,3,Orange,Average,4
50,No,No,No,1,3.2,Orange,Average,11
150,No,No,No,1,3,Orange,Average,53
150,No,No,No,1,3.2,Orange,Average,7
100,No,No,No,1,3.4,Orange,Average,23
150,No,No,No,1,2.9,Orange,Average,4
100,No,No,No,1,3,Orange,Average,5
100,No,No,No,1,3,Orange,Average,9
100,No,No,No,1,3.2,Orange,Average,16
100,No,No,No,1,3.4,Orange,Average,18
400,No,No,No,1,3.1,Orange,Average,14
400,No,No,No,1,2.9,Orange,Average,7
300,No,No,No,1,3,Orange,Average,4
250,No,No,No,1,2.9,Orange,Average,5
100,No,No,No,1,3.1,Orange,Average,5
450,No,No,No,1,2.8,Orange,Average,59
550,No,No,No,2,3.3,Orange,Average,10
200,No,No,No,1,3.7,Yellow,Good,30
100,No,No,No,1,3.8,Yellow,Good,112
100,No,No,No,1,3.8,Yellow,Good,59
150,No,No,No,1,3.7,Yellow,Good,40
150,No,No,No,1,3.8,Yellow,Good,116
600,No,No,No,2,3.9,Yellow,Good,444
300,No,No,No,1,3.9,Yellow,Good,163
100,No,No,No,1,3.7,Yellow,Good,19
400,No,No,No,1,3.7,Yellow,Good,63
150,No,No,No,1,3.6,Yellow,Good,43
100,No,No,No,1,3.9,Yellow,Good,1487
100,No,No,No,1,3.9,Yellow,Good,752
150,No,No,No,1,3.6,Yellow,Good,437
150,No,No,No,1,3.6,Yellow,Good,297
100,No,No,No,1,3.8,Yellow,Good,76
100,No,No,No,1,3.5,Yellow,Good,21
200,No,No,No,1,3.5,Yellow,Good,51
100,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,0
50,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,4.2,Green,Very Good,382
150,No,No,No,1,4.3,Green,Very Good,521
50,No,Yes,No,1,4.1,Green,Very Good,405
3000,No,No,No,4,4.4,Green,Very Good,305
100,No,No,No,1,3.1,Orange,Average,6
200,No,No,No,1,4.5,Dark Green,Excellent,545
100,No,No,No,1,3.6,Yellow,Good,18
300,No,No,No,1,3.9,Yellow,Good,36
300,No,No,No,1,3.6,Yellow,Good,185
100,No,No,No,1,3.6,Yellow,Good,27
200,No,No,No,1,3.6,Yellow,Good,31
150,No,No,No,1,3.7,Yellow,Good,54
100,No,No,No,1,3.7,Yellow,Good,21
100,No,No,No,1,4.1,Green,Very Good,118
150,No,No,No,1,4.1,Green,Very Good,169
150,No,No,No,1,4.1,Green,Very Good,200
500,No,Yes,No,2,2.7,Orange,Average,23
300,No,No,No,1,3.1,Orange,Average,7
800,Yes,No,No,2,3,Orange,Average,4
500,No,No,No,2,3.2,Orange,Average,26
300,No,No,No,1,2.7,Orange,Average,22
1000,Yes,Yes,Yes,3,3,Orange,Average,70
250,No,No,No,1,3.3,Orange,Average,26
500,No,Yes,No,2,3.4,Orange,Average,404
150,No,No,No,1,3.2,Orange,Average,35
400,No,No,No,1,2.7,Orange,Average,135
600,No,Yes,No,2,2.9,Orange,Average,16
500,No,Yes,No,2,2.9,Orange,Average,39
300,No,No,No,1,3.4,Orange,Average,18
400,No,No,No,1,2.7,Orange,Average,29
250,No,No,No,1,3.3,Orange,Average,27
500,No,No,No,2,3.2,Orange,Average,13
300,No,Yes,No,1,3.3,Orange,Average,18
500,No,No,No,2,2.7,Orange,Average,14
600,No,Yes,No,2,2.5,Orange,Average,59
550,No,No,No,2,2.7,Orange,Average,70
250,No,No,No,1,3.1,Orange,Average,9
350,No,Yes,No,1,2.6,Orange,Average,71
1000,No,No,No,3,3.1,Orange,Average,5
500,No,Yes,No,2,2.9,Orange,Average,7
250,No,No,No,1,3.2,Orange,Average,16
1200,Yes,No,No,3,3.2,Orange,Average,14
150,No,No,No,1,3.2,Orange,Average,17
150,No,No,No,1,3.7,Yellow,Good,55
100,No,No,No,1,3.6,Yellow,Good,46
100,No,Yes,No,1,3.8,Yellow,Good,112
100,No,No,No,1,3.7,Yellow,Good,99
600,No,Yes,No,2,3.9,Yellow,Good,109
500,No,Yes,No,2,3.6,Yellow,Good,458
650,No,Yes,No,2,3.5,Yellow,Good,443
100,No,No,No,1,3.7,Yellow,Good,33
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,2
450,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,2
1500,Yes,No,No,3,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
150,No,No,No,1,0,White,Not rated,2
500,No,No,No,2,0,White,Not rated,0
600,No,Yes,No,2,2.4,Red,Poor,41
600,No,Yes,No,2,2.3,Red,Poor,38
1200,Yes,No,No,3,3.4,Orange,Average,134
1300,Yes,Yes,No,3,2.8,Orange,Average,153
2000,Yes,No,No,4,3.2,Orange,Average,455
1450,Yes,No,No,3,3.5,Yellow,Good,609
600,No,Yes,No,2,3.1,Orange,Average,6
300,No,No,No,1,3.2,Orange,Average,17
1200,Yes,Yes,No,3,3,Orange,Average,126
400,No,No,No,1,3,Orange,Average,4
150,No,No,No,1,3,Orange,Average,14
1200,Yes,No,No,3,3.5,Yellow,Good,282
300,No,No,No,1,3.6,Yellow,Good,95
150,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,1
1500,Yes,No,No,3,4,Green,Very Good,225
400,No,No,No,1,3.1,Orange,Average,28
300,No,Yes,No,1,3.3,Orange,Average,38
600,No,No,No,2,2.8,Orange,Average,54
400,No,No,No,1,2.8,Orange,Average,32
750,No,No,No,2,3.2,Orange,Average,42
450,No,No,No,1,2.9,Orange,Average,10
300,No,No,No,1,2.8,Orange,Average,27
600,No,Yes,No,2,3.2,Orange,Average,35
1600,Yes,Yes,No,3,2.5,Orange,Average,82
500,No,No,No,2,3.2,Orange,Average,24
500,No,No,No,2,2.9,Orange,Average,14
200,No,No,No,1,2.8,Orange,Average,16
450,No,No,No,1,3,Orange,Average,11
600,No,No,No,2,3.1,Orange,Average,14
150,No,No,No,1,3.5,Yellow,Good,91
1400,Yes,Yes,No,3,3.7,Yellow,Good,110
2400,Yes,Yes,No,4,3.9,Yellow,Good,886
400,No,No,No,1,0,White,Not rated,3
1800,Yes,Yes,No,3,2.6,Orange,Average,152
1300,Yes,No,No,3,2.9,Orange,Average,140
450,No,Yes,No,1,3.4,Orange,Average,277
1350,Yes,No,No,3,3.1,Orange,Average,1099
600,No,No,No,2,3.4,Orange,Average,76
400,No,Yes,No,1,3.2,Orange,Average,89
1300,No,Yes,No,3,3.4,Orange,Average,1523
1600,No,Yes,No,3,3,Orange,Average,671
200,No,No,No,1,3.3,Orange,Average,1300
1000,No,No,No,3,2.7,Orange,Average,2460
1000,No,No,No,3,2.5,Orange,Average,1096
600,No,Yes,No,2,3.4,Orange,Average,499
1100,Yes,No,No,3,3.2,Orange,Average,563
1500,No,No,No,3,4.7,Dark Green,Excellent,52
150,No,Yes,No,1,4.9,Dark Green,Excellent,2620
1800,Yes,Yes,No,3,4.7,Dark Green,Excellent,242
550,No,No,No,2,3.6,Yellow,Good,485
1100,Yes,Yes,No,3,3.9,Yellow,Good,2639
1100,No,No,No,3,3.7,Yellow,Good,706
500,No,Yes,No,2,3.8,Yellow,Good,2093
500,No,Yes,No,2,3.6,Yellow,Good,548
700,No,No,No,2,3.6,Yellow,Good,361
1500,No,Yes,No,3,3.7,Yellow,Good,873
1200,Yes,No,No,3,3.7,Yellow,Good,673
1200,Yes,No,No,3,3.7,Yellow,Good,834
800,No,No,No,2,3.6,Yellow,Good,877
1400,No,Yes,No,3,3.9,Yellow,Good,1503
500,No,No,No,2,3.9,Yellow,Good,3206
400,No,Yes,No,1,3.9,Yellow,Good,487
1700,Yes,Yes,No,3,3.9,Yellow,Good,2003
1800,Yes,No,No,3,3.9,Yellow,Good,496
1400,Yes,Yes,No,3,3.9,Yellow,Good,841
700,No,No,No,2,3.7,Yellow,Good,336
600,No,Yes,No,2,3.8,Yellow,Good,271
600,No,No,No,2,3.9,Yellow,Good,1607
2000,Yes,Yes,No,4,3.5,Yellow,Good,706
1200,Yes,No,No,3,3.9,Yellow,Good,1379
600,No,Yes,No,2,3.7,Yellow,Good,55
550,No,No,No,2,3.9,Yellow,Good,1151
1300,Yes,Yes,No,3,3.7,Yellow,Good,626
250,No,Yes,No,1,3.8,Yellow,Good,301
1200,Yes,No,No,3,3.8,Yellow,Good,1174
600,No,No,No,2,3.5,Yellow,Good,2185
600,No,Yes,No,2,3.5,Yellow,Good,321
500,No,Yes,No,2,3.7,Yellow,Good,427
650,No,Yes,No,2,3.7,Yellow,Good,1189
1600,No,No,No,3,3.9,Yellow,Good,1286
450,No,Yes,No,1,3.7,Yellow,Good,41
1200,Yes,Yes,No,3,3.7,Yellow,Good,277
1500,Yes,No,No,3,3.6,Yellow,Good,391
2200,No,No,No,4,3.9,Yellow,Good,2589
500,No,No,No,2,3.8,Yellow,Good,388
500,No,No,No,2,3.7,Yellow,Good,108
400,No,No,No,1,3.5,Yellow,Good,95
1400,Yes,No,No,3,3.9,Yellow,Good,66
650,No,Yes,No,2,3.9,Yellow,Good,310
1000,No,No,No,3,3.7,Yellow,Good,3010
1200,No,Yes,No,3,3.7,Yellow,Good,1891
900,No,No,No,2,3.8,Yellow,Good,1761
1400,Yes,No,No,3,3.8,Yellow,Good,367
1700,No,No,No,3,3.8,Yellow,Good,1158
2400,No,No,No,4,3.8,Yellow,Good,2689
1000,No,Yes,No,3,3.6,Yellow,Good,1434
1000,No,Yes,No,3,3.5,Yellow,Good,541
1100,Yes,No,No,3,3.7,Yellow,Good,140
5000,No,No,No,4,3.6,Yellow,Good,61
1100,Yes,Yes,No,3,3.7,Yellow,Good,1256
1700,Yes,No,No,3,3.5,Yellow,Good,422
950,No,Yes,No,2,3.6,Yellow,Good,1134
1350,Yes,Yes,No,3,3.5,Yellow,Good,1863
600,No,Yes,No,2,3.5,Yellow,Good,1311
400,No,No,No,1,3.7,Yellow,Good,1333
300,No,No,No,1,3.6,Yellow,Good,50
2800,Yes,No,No,4,3.5,Yellow,Good,92
700,No,No,No,2,3.8,Yellow,Good,552
500,No,Yes,No,2,3.5,Yellow,Good,276
1600,Yes,No,No,3,3.7,Yellow,Good,1801
1200,No,Yes,No,3,3.5,Yellow,Good,327
1200,Yes,No,No,3,3.9,Yellow,Good,1020
1250,Yes,No,No,3,3.8,Yellow,Good,645
1500,Yes,No,No,3,3.9,Yellow,Good,143
1500,Yes,No,No,3,3.9,Yellow,Good,1545
1400,Yes,No,No,3,3.5,Yellow,Good,63
450,No,Yes,No,1,3.9,Yellow,Good,783
1600,Yes,No,No,3,3.9,Yellow,Good,3413
1600,Yes,Yes,No,3,3.9,Yellow,Good,1087
1500,No,No,No,3,3.7,Yellow,Good,4914
1800,No,No,No,3,3.9,Yellow,Good,908
1500,Yes,Yes,No,3,3.5,Yellow,Good,1027
1600,Yes,Yes,No,3,3.9,Yellow,Good,1071
200,No,Yes,No,1,0,White,Not rated,0
500,No,Yes,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,2
1600,Yes,No,No,3,4.4,Green,Very Good,840
1800,Yes,No,No,3,4,Green,Very Good,2333
2000,Yes,Yes,No,4,4.1,Green,Very Good,1821
1600,No,No,No,3,4.1,Green,Very Good,3164
800,No,Yes,No,2,4.1,Green,Very Good,740
1000,No,Yes,No,3,4,Green,Very Good,510
2000,Yes,Yes,No,4,4.2,Green,Very Good,961
1800,Yes,No,No,3,4.1,Green,Very Good,799
1200,Yes,No,No,3,4,Green,Very Good,412
2200,No,No,No,4,4.4,Green,Very Good,1942
2000,Yes,Yes,No,4,4,Green,Very Good,312
800,Yes,Yes,No,2,4,Green,Very Good,361
1900,Yes,Yes,No,3,4.3,Green,Very Good,1129
1400,Yes,No,No,3,4,Green,Very Good,510
1000,Yes,No,No,3,4,Green,Very Good,608
1600,Yes,No,No,3,4.1,Green,Very Good,1959
1800,Yes,Yes,No,3,4,Green,Very Good,817
1200,Yes,Yes,No,3,4.1,Green,Very Good,400
500,No,Yes,No,2,4.3,Green,Very Good,5172
1300,Yes,No,No,3,4.1,Green,Very Good,467
700,No,No,No,2,4.1,Green,Very Good,2417
1500,Yes,No,No,3,4.1,Green,Very Good,90
1500,Yes,No,No,3,4.3,Green,Very Good,104
2100,Yes,No,No,4,4,Green,Very Good,2252
2200,Yes,No,No,4,4.1,Green,Very Good,1838
1600,No,No,No,3,4,Green,Very Good,1758
400,No,No,No,1,4.3,Green,Very Good,1457
400,No,No,No,1,4.3,Green,Very Good,3591
1500,Yes,No,No,3,4.1,Green,Very Good,492
550,No,Yes,No,2,2.6,Orange,Average,77
1900,Yes,No,No,3,3.2,Orange,Average,113
1000,No,Yes,No,3,3.3,Orange,Average,140
